label,followers_count,friends_count,statuses_count,mentions_count,retweet_count,favorite_count,hashtag_count,url_count,verified,location,Fr_Fo_Ratio,1t_Fo_Ratio
2,2842,1648,131911,1,14,1,1,2,1,1,1.579873329,46.41197818
2,3211,7,79448,1,7,2,1,1,1,1,1.112181116,24.74244784
2,3211,7,79448,1,14,4,1,2,1,1,1.112181116,24.74244784
2,134991,438,31596,1,11,9,1,1,1,1,1.113244685,1.234161782
2,61119,485,299677,1,1,1,1,1,1,1,1.117948344,4.911217984
1,4512,116,56133,1,1,1,1,1,1,1,1.12571922,12.41866135
1,4111899,469,173277,1,9,7,1,1,1,1,1.111116912,1.143191768
1,2178146,111,76735,1,11,11,1,1,1,1,4.81E-15,1.13692474
1,61119,485,299677,1,1,1,2,1,1,1,1.117948344,4.911217984
1,8751,2352,164226,1,1,1,3,1,1,1,1.268769284,18.76654197
1,516371,16,66216,1,3,1,2,1,1,1,3.11E-15,1.128233631
2,115854,329,78181,1,1,1,1,1,1,1,1.112839781,1.673961329
1,3537,61,1744,1,1,1,1,1,1,1,1.116963528,1.493173226
1,3537,61,1744,1,1,1,1,1,1,1,1.116963528,1.493173226
2,14761,475,26996,1,7,1,1,1,1,1,1.132181572,1.82899729
1,21791,811,17274,1,9,3,1,1,1,1,1.138528139,1.831881231
1,2979,676,245381,1,3,1,1,1,1,1,1.226921786,82.36992279
1,227952,31,75397,1,3,1,1,1,1,1,1.111135994,1.33175823
1,1371986,151,111883,1,3,5,1,1,1,1,1.111111159,1.174259514
1,2626,379,48663,1,21,1,1,1,1,1,1.144325971,18.5312262
1,2178146,111,76735,1,21,11,1,1,1,1,4.81E-15,1.13692474
2,21841,711,121591,1,2,1,1,1,1,1,1.1321956,5.567152791
1,616696,9,61943,1,2,5,1,1,1,1,1.46E-15,1.198821786
2,1497295,68,91119,1,3,6,1,1,1,1,4.54E-15,1.161782277
1,134145,312,6175,2,9,1,1,1,1,1,1.112251295,1.146132279
1,12911,2173,31831,1,11,3,1,1,1,1,1.161561762,2.465339633
1,6282,2365,36498,1,22,3,1,1,1,1,1.376472461,5.819933142
1,3211,7,79448,1,7,2,1,1,1,1,1.112181116,24.74244784
2,3537,61,1744,1,1,1,1,1,1,1,1.116963528,1.493173226
2,134991,438,31596,1,11,9,1,1,1,1,1.113244685,1.234161782
2,61119,485,299677,1,1,1,1,1,1,1,1.117948344,4.911217984
1,4512,116,56133,1,1,1,1,1,1,1,1.12571922,12.41866135
1,4111899,469,173277,1,9,7,1,1,1,1,1.111116912,1.143191768
1,8751,2352,164226,1,1,1,3,1,1,1,1.268769284,18.76654197
2,115854,329,78181,1,1,1,1,1,1,1,1.112839781,1.673961329
1,3537,61,1744,1,1,1,1,1,1,1,1.116963528,1.493173226
1,3537,61,1744,1,1,1,1,1,1,1,1.116963528,1.493173226
2,21841,711,121591,1,1,1,1,1,1,1,1.1321956,5.567152791
1,2979,676,245381,1,3,1,1,1,1,1,1.226921786,82.36992279
1,227952,31,75397,1,3,1,1,1,1,1,1.111135994,1.33175823
1,3111,141,3778,1,1,1,1,1,1,1,1.145337621,1.214791997
1,2178146,111,76735,1,21,11,1,1,1,1,4.81E-15,1.13692474
1,8751,2352,164226,1,45,1,1,1,1,1,1.268769284,18.76654197
2,21841,711,121591,1,2,1,1,1,1,1,1.1321956,5.567152791
1,14984,294,25374,1,338,1,1,1,1,1,1.119621929,1.6934163
2,16671,233,18241,1,168,1,1,1,1,1,1.113977215,1.194181164
1,4916,851,45886,1,146,1,2,1,1,1,1.173118218,9.334111391
2,5814,951,111236,1,46,1,1,1,1,1,1.163398693,19.13243894
2,9515,9291,114111,1,124,1,1,1,1,1,1.976353127,11.93126642
2,8716,814,31321,1,124,1,1,1,1,1,1.192351113,3.482771513
2,2864,1668,12834,1,124,1,1,1,1,1,1.582412235,4.481145251
1,9911,3419,136411,1,142,1,1,1,1,1,1.345115145,13.76488396
1,6769,929,259837,2,5,1,1,1,1,1,1.137243315,38.38631999
2,5631,3818,11179,1,6,1,1,1,1,1,1.676376554,1.817992895
2,2917,961,52971,1,6,1,1,1,1,1,1.331237358,18.22153423
2,23327,437,11429,1,34,12,1,1,1,1,1.118733656,1.489947271
2,12111,273,6285,1,338,1,1,1,1,1,1.122561983,1.519421488
2,115854,329,78181,1,1,1,1,1,1,1,1.112839781,1.673961329
2,2758,1989,49776,2,1,1,1,1,1,1,1.721174764,18.14786177
2,8286,518,19119,1,1,1,1,1,1,1,1.161318231,2.294111548
2,4498,699,34173,1,8,1,1,1,1,1,1.155412411,7.575144519
1,11241,1226,61135,1,25,1,1,1,1,1,1.119174733,5.431161142
1,77912,416,181761,1,8,1,1,1,1,1,1.115211676,2.333211688
1,77912,416,181761,1,8,1,1,1,1,1,1.115211676,2.333211688
1,119595,337,42121,1,81,43,1,1,1,1,1.112817844,1.352196998
1,7396,1195,6283,1,19,1,2,1,1,1,1.161573824,1.84951325
2,21841,711,121591,1,1,1,1,1,1,1,1.1321956,5.567152791
1,21841,711,121591,1,1,1,1,1,1,1,1.1321956,5.567152791
1,8751,2352,164226,1,45,1,1,1,1,1,1.268769284,18.76654197
1,8751,2352,164226,1,2,1,1,1,1,1,1.268769284,18.76654197
2,1711,1573,6269,1,2,1,1,1,1,1,1.919345412,3.663939217
2,21841,711,121591,1,2,1,1,1,1,1,1.1321956,5.567152791
2,9115,45,14959,1,1,1,2,1,1,1,1.114991681,1.659345535
2,1371,915,58312,3,21,1,2,1,1,1,1.661112115,42.52516411
1,1721,779,15855,1,24,1,1,1,1,1,1.452643812,9.212667154
2,5814,951,111236,1,14,1,1,1,1,1,1.163398693,19.13243894
1,2231,1897,15156,1,1,1,2,1,1,1,1.851291349,6.793366213
1,2219,1513,94323,1,1,1,2,1,1,1,1.684925316,42.6994115
1,616697,9,61943,1,2,5,1,1,1,1,1.46E-15,1.198821626
2,1497297,68,91119,1,3,6,1,1,1,1,4.54E-15,1.161782196
2,9111,566,41874,2,7,1,1,1,1,1,1.162129528,4.486717892
1,2785,2719,144121,1,25,1,1,1,1,1,1.972711952,51.71311592
2,14761,475,26996,1,7,1,1,1,1,1,1.132181572,1.82899729
2,21841,711,121591,1,1,1,1,1,1,1,1.1321956,5.567152791
1,1338924,219,216935,2,2,1,2,1,1,1,1.111156195,1.154553218
2,1592,1266,89999,1,1,1,1,1,1,1,1.795226131,56.53213518
2,1197,181,28745,1,1,1,1,1,1,1,1.15137594,24.11421217
2,1589,662,6527,1,7,1,1,1,1,1,1.416614223,4.117614852
2,611922,31,139965,1,7,2,1,1,1,1,4.91E-15,1.228731132
2,4786,111,4149,1,1,1,2,1,1,1,1.121894275,1.846119193
2,4786,111,4149,1,2,1,2,1,1,1,1.121894275,1.846119193
2,4786,111,4149,1,1,1,2,1,1,1,1.121894275,1.846119193
1,4786,111,4149,1,1,1,3,1,1,1,1.121894275,1.846119193
2,1316,379,6575,1,1,1,1,1,1,1,1.291199181,5.134456355
2,8211,261,111565,2,6,1,1,1,1,1,1.131713451,12.38446531
2,4112,2166,23381,1,6,3,1,1,1,1,1.539881359,5.8277667
2,24239,294,11883,1,11,1,1,1,1,1,1.112129213,1.448987169
2,1189,1163,32142,1,9,1,1,1,1,1,1.894128595,26.94869638
2,4397,618,127313,1,5,1,2,1,1,1,1.141551375,28.95224116
2,6524,89,49723,1,1,1,1,1,1,1,1.113641937,7.621551196
1,8286,518,19119,1,1,1,1,1,1,1,1.161318231,2.294111548
1,2182,499,63955,1,1,1,1,1,1,1,1.239673391,31.71815956
1,11126,15,25483,1,1,1,1,1,1,1,1.111361421,2.31117359
1,61119,485,299678,1,2,1,1,1,1,1,1.117948344,4.911224373
1,278728,327,65113,1,9,1,1,1,1,1,1.111173187,1.233213125
1,6179,2154,211812,1,9,1,1,1,1,1,1.33788452,34.84158579
1,4111913,469,173277,1,9,9,1,1,1,1,1.111116912,1.143191725
2,1631,294,74332,3,21,1,2,1,1,1,1.181257511,45.57449418
2,22129,831,119631,1,1,1,1,1,1,1,1.137552533,4.954177776
1,118916,762,19631,1,28,14,1,1,1,1,1.11699686,1.181256368
2,5319,5121,281,2,2,1,2,1,1,1,1.945752496,1.152741629
2,3211,7,79448,1,1,1,1,1,1,1,1.112181116,24.74244784
1,11149,247,76633,1,3,1,1,1,1,1,1.124337373,7.551793182
1,1354941,563,298773,1,5,3,1,1,1,1,1.111415517,1.221516443
1,1532,2111,23628,1,2,1,1,1,1,1,1.315483129,15.4229765
1,3186,4156,26312,1,3,1,1,1,1,1,1.27316968,8.258631513
1,3186,4156,26312,1,6,1,1,1,1,1,1.27316968,8.258631513
1,1338,814,74193,2,5,1,1,1,1,1,1.611896861,55.37593423
2,2518,589,111619,1,2,2,1,1,1,1,1.234848485,41.11523126
1,4874,511,11553,2,5,1,1,1,1,1,1.114842119,2.165162185
1,1111,461,7119,1,5,2,1,1,1,1,1.414414414,6.414514515
2,1255,913,57251,1,1,1,2,1,1,1,1.719521912,45.61752988
2,21841,711,121591,1,1,1,1,1,1,1,1.1321956,5.567152791
2,21771,2291,216127,3,21,1,2,1,1,1,1.111249868,9.923787974
2,1234,472,73322,3,21,1,2,1,1,1,1.382495948,59.41815235
2,2968,563,49712,3,21,1,2,1,1,1,1.189691127,16.74932615
2,18318,243,149491,2,21,2,2,1,1,1,1.113272886,8.165282936
2,115854,329,78181,1,1,1,1,1,1,1,1.112839781,1.673961329
2,2979,676,245381,1,1,1,1,1,1,1,1.226921786,82.37125848
2,4512,116,56132,1,1,1,1,1,1,1,1.12571922,12.41843972
1,17323,17,81369,1,8,4,1,1,1,1,1.111981354,4.639438896
1,2157,1176,235184,1,5,1,1,1,1,1,1.545211669,119.1329161
2,5862,1995,62485,1,2,2,2,1,1,1,1.341327533,11.65933129
2,2511,589,111611,1,1,1,1,1,1,1,1.234661355,41.18416375
1,11931,465,781,1,42,1,1,1,1,1,1.142543458,1.17136322
1,5227,1116,49627,1,23,1,1,1,1,1,1.194375359,9.494356227
1,2978,676,245411,1,23,1,1,1,1,1,1.226997985,82.41463398
1,1793,1717,75324,1,23,1,1,1,1,1,1.957612939,42.11113914
1,1791,1,4722,1,23,1,1,1,1,1,1.111558347,2.636515913
2,21751,484,48351,1,6,4,1,1,1,1,1.123324177,2.331156383
1,2178324,111,76742,1,23,14,1,1,1,1,4.81E-15,1.136924945
1,33199,115,51662,1,1,1,1,1,1,1,1.113474425,1.53162126
1,1591,1266,91111,1,2,1,1,1,1,1,1.795725959,56.5681961
1,1548,1713,67588,1,1,1,1,1,1,1,1.116589147,43.66149871
1,11149,247,76633,1,2,1,1,1,1,1,1.124337373,7.551793182
1,3112,141,3778,1,1,1,1,1,1,1,1.145318483,1.214111283
1,22129,831,119642,1,1,1,1,1,1,1,1.137552533,4.954674861
1,8112,219,27676,1,1,1,1,1,1,1,1.127368158,3.458635341
1,1372191,151,111888,1,8,7,1,1,1,1,1.111111151,1.174257465
1,227969,31,75412,1,3,1,1,1,1,1,1.111135983,1.331755497
1,3112,141,3778,1,1,1,1,1,1,1,1.145318483,1.214111283
1,11149,247,76633,1,1,1,1,1,1,1,1.124337373,7.551793182
1,6184,2154,211829,2,27,1,1,1,1,1,1.337616838,34.81738988
1,11171,5442,113355,2,27,1,1,1,1,1,1.491554512,9.335651713
1,2115,37,26751,1,3,1,1,1,1,1,1.117577197,12.71783848
1,8112,219,27676,1,1,1,1,1,1,1,1.127368158,3.458635341
1,22129,831,119642,1,1,1,1,1,1,1,1.137552533,4.954674861
1,1621,915,28599,2,27,1,1,1,1,1,1.558641975,17.6537137
1,4112193,469,173286,2,27,1,1,1,1,1,1.111116894,1.143189847
1,1355115,563,298794,1,5,1,1,1,1,1,1.111415494,1.221519736
1,1772,1211,31273,1,6,1,1,1,1,1,1.677211913,17.18418578
1,1176,197,34234,1,6,1,1,1,1,1,1.183185512,31.81598513
1,1355115,563,298794,1,4,3,1,1,1,1,1.111415494,1.221519736
1,5899,596,23415,1,3,2,1,1,1,1,1.111134174,3.969316833
2,1546,1983,74649,1,14,1,1,1,1,1,1.282664942,48.28525226
2,5218,1687,48217,1,14,1,1,1,1,1,1.323313948,9.241513617
2,9319,5167,133435,1,14,1,1,1,1,1,1.543727868,14.31859642
2,11598,11651,26221,1,14,1,1,1,1,1,1.114569753,2.261734619
2,6184,2154,211829,1,14,1,1,1,1,1,1.337616838,34.81738988
1,1523,1228,29696,1,3,1,2,1,1,1,1.816313349,19.4983585
1,1316,379,6575,1,3,1,2,1,1,1,1.291199181,5.134456355
2,611971,31,139975,1,14,5,1,1,1,1,4.91E-15,1.228728532
2,2335,2112,47163,1,1,1,1,1,1,1,1.914496788,21.15546139
1,2774,218,8926,1,1,1,1,1,1,1,1.174981975,3.217736121
2,1378,1566,25631,1,9,1,1,1,1,1,1.136429618,18.59941945
2,1545,191,131797,1,9,1,1,1,1,1,1.122977346,84.65825243
2,31132,368,21783,1,9,2,1,1,1,1,1.111821635,1.66757677
2,3362,554,58351,1,4,1,1,1,1,1,1.164782867,17.35574163
2,31132,368,21783,1,4,1,1,1,1,1,1.111821635,1.66757677
2,227969,31,75412,1,2,2,1,1,1,1,1.111135983,1.331755497
2,1372192,151,111888,1,6,7,1,1,1,1,1.111111151,1.174257411
2,6274,81,1911,1,1,1,1,1,1,1,1.112751136,1.314431985
1,1118,2111,17774,1,226,1,1,1,1,1,1.815154152,16.14151625
2,2511,589,111611,1,1,1,1,1,1,1,1.234661355,41.18416375
2,2511,589,111611,1,1,1,1,1,1,1,1.234661355,41.18416375
2,8287,518,19119,1,1,1,1,1,1,1,1.161311833,2.293833715
2,2232,1897,15172,1,1,1,2,1,1,1,1.849911394,6.797491139
2,58242,25,86461,1,5,3,1,1,1,1,1.111429244,1.484495725
2,11931,465,781,2,414,1,1,1,1,1,1.142543458,1.17136322
1,1551,1861,9143,1,3,3,1,1,1,1,1.199871151,5.894916512
2,1132,121,3891,1,2,1,2,1,1,1,1.117248162,3.771348837
2,227969,31,75412,1,2,1,2,1,1,1,1.111135983,1.331755497
2,1372192,151,111888,1,4,5,2,1,1,1,1.111111151,1.174257411
2,6274,81,1911,1,1,1,2,1,1,1,1.112751136,1.314431985
2,1153,664,136391,1,42,1,1,1,1,1,1.575888985,118.292281
2,6274,81,1911,1,1,1,2,1,1,1,1.112751136,1.314431985
2,227969,31,75412,1,1,1,2,1,1,1,1.111135983,1.331755497
2,1372192,151,111888,1,1,2,2,1,1,1,1.111111151,1.174257411
1,1241,689,26617,1,4,1,1,1,1,1,1.555197421,21.44812579
1,1415,653,39875,1,13,1,1,1,1,1,1.464768683,28.38178292
2,1561,291,227,2,1,1,1,1,1,1,1.185778347,1.145419613
1,6917,3383,52447,1,84,1,1,1,1,1,1.489184863,7.582333382
1,5814,951,111235,1,84,1,1,1,1,1,1.163398693,19.13226694
2,2231,711,131191,1,3,1,1,1,1,1,1.314349776,58.38161435
1,3314,1442,131667,3,1,1,1,1,1,1,1.435123718,39.42878696
2,2982,2559,65275,1,4,1,1,1,1,1,1.858148893,21.88967136
2,1656,681,91576,1,4,1,1,1,1,1,1.411628119,54.69565217
2,2511,589,111611,1,4,1,1,1,1,1,1.234661355,41.18416375
1,1354,1651,56819,1,13,1,1,1,1,1,1.219351174,41.96381193
2,2167,843,57638,1,1,1,1,1,1,1,1.417837446,27.88485728
1,2231,711,131191,2,162,1,1,1,1,1,1.314349776,58.38161435
2,27187,12976,22962,1,11,4,1,1,1,1,1.47914899,1.847712925
1,2511,589,111611,1,2,1,1,1,1,1,1.234661355,41.18416375
2,1325,534,5439,1,1,1,3,1,1,1,1.413118868,4.11491566
1,1142,358,6633,3,28,1,1,1,1,1,1.313485114,5.818231173
1,1191,215,53551,1,1,1,1,1,1,1,1.197166911,49.18432631
1,4322,3761,48133,3,28,1,1,1,1,1,1.869967618,11.11361481
1,1153,664,136391,1,4,1,1,1,1,1,1.575888985,118.292281
1,4637,753,23541,3,28,1,1,1,1,1,1.162389476,5.176773776
1,1153,664,136391,1,11,1,1,1,1,1,1.575888985,118.292281
1,15513,411,75669,3,28,1,1,1,1,1,1.125811458,4.881926272
1,1589,662,6527,1,5,1,1,1,1,1,1.416614223,4.117614852
1,1589,662,6527,1,8,1,1,1,1,1,1.416614223,4.117614852
2,2757,1989,49782,1,1,1,1,1,1,1,1.721436344,18.15658324
1,1928,2181,18792,3,3,1,1,1,1,1,1.179356846,9.746887967
1,1314,12,91725,1,1,1,1,1,1,1,1.11913242,69.81593617
1,4721,2211,27847,3,28,1,1,1,1,1,1.468221339,5.899788136
1,5135,1164,28141,1,1,1,1,1,1,1,1.231181728,5.569215492
2,2757,1989,49782,1,1,1,1,1,1,1,1.721436344,18.15658324
1,4747,1762,51533,3,3,1,1,1,1,1,1.371181799,11.855919
1,2958,2753,94118,1,8,1,1,1,1,1,1.931696416,31.81812135
1,1355115,563,298794,1,5,4,1,1,1,1,1.111415494,1.221519736
1,1355115,563,298794,1,4,5,1,1,1,1,1.111415494,1.221519736
2,2994,49,44957,3,41,1,1,1,1,1,1.116366165,15.11569816
1,2289,2124,41153,2,3,2,1,1,1,1,1.884228921,17.49813418
1,1355115,563,298794,1,8,5,1,1,1,1,1.111415494,1.221519736
1,2715,887,224175,1,84,1,1,1,1,1,1.326713499,82.53222836
1,8279,154,1181,2,2,1,1,1,1,1,1.11861128,1.142651179
1,1314,12,91725,1,1,1,2,1,1,1,1.11913242,69.81593617
1,2616,311,52557,1,1,1,1,1,1,1,1.118511529,21.19159633
1,8752,2352,164226,1,45,1,1,1,1,1,1.268738574,18.76439671
1,5878,4114,83516,1,17,1,1,1,1,1,1.681184176,14.21823419
1,8169,349,114691,1,27,14,1,1,1,1,1.143251952,12.97447119
1,516416,16,66216,1,3,1,2,1,1,1,3.11E-15,1.128224691
1,14514,12433,98199,2,2,1,1,1,1,1,1.857211814,6.76358246
1,1673,134,91457,1,9,1,1,1,1,1,1.181195637,54.66646742
1,18862,531,171173,1,9,1,1,1,1,1,1.12815184,9.122111919
1,3757,189,98516,1,9,1,1,1,1,1,1.151316195,26.22198563
1,6525,89,49723,1,9,1,1,1,1,1,1.113639847,7.621383142
1,11149,247,76633,1,9,1,1,1,1,1,1.124337373,7.551793182
1,13331,67,11754,1,338,1,1,1,1,1,1.115126257,1.816751688
1,1551,1861,9143,1,3,1,1,1,1,1,1.199871151,5.894916512
1,7317,457,85658,1,8,1,1,1,1,1,1.162542767,11.72273163
2,33685,216,38626,1,1,1,3,1,1,1,1.116115482,1.1466825
1,1551,1861,9143,1,2,1,1,1,1,1,1.199871151,5.894916512
1,1551,1861,9143,1,1,2,1,1,1,1,1.199871151,5.894916512
1,59965,119,195219,1,1,1,2,1,1,1,1.111984491,3.255382316
2,11149,247,76633,1,1,1,1,1,1,1,1.124337373,7.551793182
2,22182,98,231515,1,6,3,1,1,1,1,1.114438114,11.43914538
2,1631,294,74332,1,6,1,1,1,1,1,1.181257511,45.57449418
1,2511,589,111611,1,1,1,2,1,1,1,1.234661355,41.18416375
1,2992,1355,78531,1,338,1,1,1,1,1,1.452874332,26.24699198
1,31132,368,21783,1,23,5,1,1,1,1,1.111821635,1.66757677
2,1339162,219,216951,1,2,2,1,1,1,1,1.111156179,1.154549229
2,3539,61,1745,1,1,1,1,1,1,1,1.116953942,1.49317714
1,3716,2531,17791,1,3,1,2,1,1,1,1.681118719,4.787415813
1,1662,1616,4469,1,1,1,2,1,1,1,1.966315656,2.688929111
1,1662,1616,4469,1,1,1,1,1,1,1,1.966315656,2.688929111
1,1295,1771,21851,1,49,1,1,1,1,1,1.367567568,16.1113861
1,2152,198,19284,1,1,1,1,1,1,1,1.196491228,9.397661819
1,92683,738,2285,1,58,25,1,1,1,1,1.117962625,1.124653928
1,5976,4117,84128,1,7,1,1,1,1,1,1.672188755,14.17764391
1,1712,227,13551,1,1,1,1,1,1,1,1.132593458,7.915313738
1,3745,1415,79451,1,89,1,2,1,1,1,1.375166889,21.21495327
1,11511,1269,42933,1,5,27,2,1,1,1,1.111347826,3.733314348
1,11719,56,12131,1,31,1,1,1,1,1,1.114778565,1.135156583
1,28557,17769,24596,1,168,4,1,1,1,1,1.622229226,1.861294954
1,3741,641,52215,1,31,14,1,1,1,1,1.171122995,13.95855615
1,42124,1121,287155,1,22,1,1,1,1,1,1.126651437,6.831739577
1,22163,712,122581,1,1,1,1,1,1,1,1.131817976,5.555953416
1,18986,531,171871,3,73,1,1,1,1,1,1.127967976,8.999789318
1,3215,7,79719,1,2,1,1,1,1,1,1.112177294,24.79595645
1,2876,461,68221,1,6,1,1,1,1,1,1.161292172,23.72179277
1,11178,248,76881,1,9,1,1,1,1,1,1.12436628,7.553645117
1,5179,5111,82911,1,3,1,7,1,1,1,1.986611538,16.32427643